stat_nm,stat_id,chger_id,charger_type,addr,lat,lon,use_time,busi_id,busi_nm,busi_call,chger_stat,stat_upd_dt,power_type,city_do_cd,parking_free_yn,stat_note,limit_yn,limit_detail,del_yn,del_detail
서울시 창동문화체육센터(급속),EV003435,2,급속,서울특별시 도봉구 노해로69길 132,37.6581174,127.0507053,24시간 이용가능,EV,주식회사 에버온,1661-7766,2,2.02E+13,,11,N,24시간 이용가능,N,,N,
창동주공18단지아파트,KP003131,1,급속,"서울특별시 도봉구 노해로70길 126 (창동, 주공18단지아파트)",37.64652,127.0527,,KP,한국전기차충전서비스,1899-2100,2,2.02E+13,,11,Y,,Y,입주자외 출입제한 (긴급상황 이용가능),N,
엘리시아 아파트,SF000080,1,완속,서울특별시 도봉구 덕릉로 214,37.637082,127.037048,09:00~18:00,SF,(주)스타코프,02-1833-4903,2,2.02E+13,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,N,
창동한승미메이드 아파트,KP000590,1,급속,서울특별시 도봉구 덕릉로 60길 164-13,37.6331655,127.042883,24시간,KP,한국전력,02-950-6234,2,2.02E+13,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
창동한승미메이드 아파트,KP000590,2,완속,서울특별시 도봉구 덕릉로 60길 164-13,37.6331655,127.042883,24시간,KP,한국전력,02-950-6234,2,2.02E+13,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
창2동주민센터,PI121463,1,완속,서울특별시 도봉구 덕릉로59가길 4 (창동),37.6414,127.036,09시~18시,PI,차지비,1600-4047,2,2.02E+13,,11,N,관용차 충전 시 사용이 제한될 수 있습니다.,N,,N,
창3동 주민센터,KP004802,1,급속,서울특별시 도봉구 덕릉로62길 89,37.63805063,127.042926,24시간 이용가능,KP,한국전력,1899-2100,9,,,11,Y,,N,,N,
창3동주민센터,PI121429,1,완속,"서울특별시 도봉구 덕릉로62길 89 (창동, 창3동주민센터)",37.6381,127.043,09시~18시,PI,차지비,1600-4047,2,2.02E+13,,11,N,관용차 충전 시 사용이 제한될 수 있습니다.,N,,N,
창동대우아파트,KP003130,1,급속,"서울특별시 도봉구 덕릉로63가길 43 (창동, 창동대우아파트)",37.642224,127.037342,,KP,한국전기차충전서비스,1899-2100,3,2.02E+13,,11,Y,,Y,입주자외 출입제한 (긴급상황 이용가능),N,
방학성원1,KE000438,1,완속,서울특별시 도봉구 도당로6길 14-5,37.6617962,127.0358213,24시간 이용가능,KE,한국전기차인프라기술,1877-6546,2,2.02E+13,,11,Y,입주자 외 사용불가,N,,N,
방학성원2,KE000439,1,완속,서울특별시 도봉구 도당로6길 14-5,37.6619038,127.0367411,24시간 이용가능,KE,한국전기차인프라기술,1877-6546,2,2.02E+13,,11,Y,입주자 외 사용불가,N,,N,
도봉산환승주차장,ME18B281,11,급속,서울특별시 도봉구 도봉동 341-1,37.69,127.04325,24시간 이용가능,ME,환경부,1661-9408,2,2.02E+13,,11,N,,N,,N,
도봉산환승주차장,ME18B281,12,급속,서울특별시 도봉구 도봉동 341-1,37.69,127.04325,24시간 이용가능,ME,환경부,1661-9408,2,2.02E+13,,11,N,,N,,N,
동아에코빌 아파트,KP000799,1,급속,서울특별시 도봉구 도봉동 도봉로180길 6-23,37.68192507,127.0470103,24시간,KP,한국전력,null,2,2.02E+13,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
동아에코빌 아파트,KP000799,2,완속,서울특별시 도봉구 도봉동 도봉로180길 6-23,37.68192507,127.0470103,24시간,KP,한국전력,null,2,2.02E+13,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
동아에코빌 아파트,KP000799,3,완속,서울특별시 도봉구 도봉동 도봉로180길 6-23,37.68192507,127.0470103,24시간,KP,한국전력,null,2,2.02E+13,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
서울가든 아파트,KP000803,1,급속,서울특별시 도봉구 도봉동 도봉산길 35,37.68691508,127.0411543,24시간,KP,한국전력,null,2,2.02E+13,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
서울가든 아파트,KP000803,2,완속,서울특별시 도봉구 도봉동 도봉산길 35,37.68691508,127.0411543,24시간,KP,한국전력,null,2,2.02E+13,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
서울가든 아파트,KP000803,3,완속,서울특별시 도봉구 도봉동 도봉산길 35,37.68691508,127.0411543,24시간,KP,한국전력,null,2,2.02E+13,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
북한산아이파크,PW000833,1,완속,서울특별시 도봉구 도봉로 136번길 28,37.65723,127.045409,24시간 이용가능,PW,파워큐브,1833-8017,3,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산아이파크,PW000833,2,완속,서울특별시 도봉구 도봉로 136번길 28,37.65723,127.045409,24시간 이용가능,PW,파워큐브,1833-8017,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
도봉구민회관,KP000211,1,급속,"서울특별시 도봉구 도봉로 552 (창동, 도봉구민회관)",37.65416709,127.0386839,주중/주말 : 24시간,KP,한국전력,02-950-6233,1,2.02E+13,,11,Y,,N,,N,
서울시 도봉소방서,PI000226,1,완속,서울특별시 도봉구 도봉로 666,37.66400791,127.0430186,09:00~18:00,PI,차지비,1600-4047,2,2.02E+13,,11,Y,,N,,N,
서울시 도봉소방서,PI000226,2,완속,서울특별시 도봉구 도봉로 666,37.66400791,127.0430186,09:00~18:00,PI,차지비,1600-4047,2,2.02E+13,,11,Y,,N,,N,
홈플러스 방학점,KP002070,1,급속,서울특별시 도봉구 도봉로 678,37.66484567,127.0434429,,KP,한국전력,null,2,2.02E+13,,11,Y,,N,,N,
도봉주유소,GS000007,1,급속,서울특별시 도봉구 도봉로 895,37.6844111,127.0454986,24시간 이용가능,GS,GS칼텍스,1544-5151,2,2.02E+13,,11,Y,,N,,N,
도봉주유소,GS000007,2,급속,서울특별시 도봉구 도봉로 895,37.6844111,127.0454986,24시간 이용가능,GS,GS칼텍스,1544-5151,2,2.02E+13,,11,Y,,N,,N,
서울시 도봉산역환승주차장(급속),EV003442,1,급속,서울특별시 도봉구 도봉로 955,37.68971452,127.0448116,24시간 이용가능,EV,주식회사 에버온,1661-7766,2,2.02E+13,,11,N,24시간 이용가능,N,,N,
서울시 도봉산역환승주차장(급속),EV003442,2,급속,서울특별시 도봉구 도봉로 955,37.68971452,127.0448116,24시간 이용가능,EV,주식회사 에버온,1661-7766,2,2.02E+13,,11,N,24시간 이용가능,N,,N,
북한산현대홈시티1단지,KL001107,1,완속,서울특별시 도봉구 도봉로106길 23,37.644942,127.034103,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산현대홈시티1단지,KL001107,2,완속,서울특별시 도봉구 도봉로106길 23,37.644942,127.034103,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산현대홈시티2단지,KL001108,1,완속,서울특별시 도봉구 도봉로106길 23,37.644412,127.033681,09:00~18:00,KL,(주)클린일렉스,1811-1350,3,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산현대홈시티2단지,KL001108,2,완속,서울특별시 도봉구 도봉로106길 23,37.644412,127.033681,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산현대홈시티3단지,KL001109,1,완속,서울특별시 도봉구 도봉로106길 23,37.644081,127.034344,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산현대홈시티3단지,KL001109,2,완속,서울특별시 도봉구 도봉로106길 23,37.644081,127.034344,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
케이티도봉빌딩,PI202739,1,완속,"서울특별시 도봉구 도봉로110길 25 (창동, 창동전화국)",37.6462,127.035,비개방,PI,차지비,1600-4047,9,,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티도봉빌딩,PI202739,11,완속,"서울특별시 도봉구 도봉로110길 25 (창동, 창동전화국)",37.6462,127.035,비개방,PI,차지비,1600-4047,1,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티도봉빌딩,PI202739,12,완속,"서울특별시 도봉구 도봉로110길 25 (창동, 창동전화국)",37.6462,127.035,비개방,PI,차지비,1600-4047,1,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티도봉빌딩,PI202739,21,완속,"서울특별시 도봉구 도봉로110길 25 (창동, 창동전화국)",37.6462,127.035,비개방,PI,차지비,1600-4047,3,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티도봉빌딩,PI202739,22,완속,"서울특별시 도봉구 도봉로110길 25 (창동, 창동전화국)",37.6462,127.035,비개방,PI,차지비,1600-4047,3,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티도봉빌딩,PI202739,31,완속,"서울특별시 도봉구 도봉로110길 25 (창동, 창동전화국)",37.6462,127.035,비개방,PI,차지비,1600-4047,2,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티도봉빌딩,PI202739,32,완속,"서울특별시 도봉구 도봉로110길 25 (창동, 창동전화국)",37.6462,127.035,비개방,PI,차지비,1600-4047,3,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티도봉빌딩,PI202739,41,완속,"서울특별시 도봉구 도봉로110길 25 (창동, 창동전화국)",37.6462,127.035,비개방,PI,차지비,1600-4047,1,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티도봉빌딩,PI202739,42,완속,"서울특별시 도봉구 도봉로110길 25 (창동, 창동전화국)",37.6462,127.035,비개방,PI,차지비,1600-4047,1,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
창동한신아파트,PI121415,1,완속,"서울특별시 도봉구 도봉로110다길 5 (창동, 창동한신아파트)",37.6457,127.035,~,PI,차지비,1600-4047,2,2.02E+13,,11,N,,N,,N,
창동한신아파트,PI121415,2,완속,"서울특별시 도봉구 도봉로110다길 5 (창동, 창동한신아파트)",37.6457,127.035,~,PI,차지비,1600-4047,2,2.02E+13,,11,N,,N,,N,
창동태영데시앙,GN021839,1,완속,서울특별시 도봉구 도봉로110다길 51,37.64292804,127.033389,24시간 이용가능,GN,지커넥트,1544-4279,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
창동태영데시앙,GN021839,2,완속,서울특별시 도봉구 도봉로110다길 51,37.64292804,127.033389,24시간 이용가능,GN,지커넥트,1544-4279,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
창동태영데시앙,GN021839,3,완속,서울특별시 도봉구 도봉로110다길 51,37.64292804,127.033389,24시간 이용가능,GN,지커넥트,1544-4279,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
창동태영데시앙,GN021839,4,완속,서울특별시 도봉구 도봉로110다길 51,37.64292804,127.033389,24시간 이용가능,GN,지커넥트,1544-4279,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
창동태영데시앙,GN021839,5,완속,서울특별시 도봉구 도봉로110다길 51,37.64292804,127.033389,24시간 이용가능,GN,지커넥트,1544-4279,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산드림시티1차,CV000691,1,완속,서울특별시 도봉구 도봉로110마길 42,37.644465,127.036193,24시간 이용가능,CV,대영채비(주),1522-2573,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
쌍문동드림캐슬,KE000591,1,완속,서울특별시 도봉구 도봉로121가길 3,37.6518197,127.0358233,24시간 이용가능,KE,한국전기차인프라기술,1877-6546,9,,,11,Y,,N,거주자외 출입제한,N,
창동금호어울림아파트,PW010992,1,완속,서울특별시 도봉구 도봉로136가길 68,37.65693755,127.0415186,24시간 이용가능,PW,파워큐브,1833-8017,9,,,11,Y,,Y,거주자외 출입제한,N,
창동금호어울림아파트,PW010992,2,완속,서울특별시 도봉구 도봉로136가길 68,37.65693755,127.0415186,24시간 이용가능,PW,파워큐브,1833-8017,9,,,11,Y,,Y,거주자외 출입제한,N,
창동금호어울림아파트,PW010992,3,완속,서울특별시 도봉구 도봉로136가길 68,37.65693755,127.0415186,24시간 이용가능,PW,파워큐브,1833-8017,9,,,11,Y,,Y,거주자외 출입제한,N,
창동금호어울림아파트,PW010992,4,완속,서울특별시 도봉구 도봉로136가길 68,37.65693755,127.0415186,24시간 이용가능,PW,파워큐브,1833-8017,9,,,11,Y,,Y,거주자외 출입제한,N,
북한산한신휴플러스아파트_01,KL001640,1,완속,서울특별시 도봉구 도봉로136가길 73,37.655794,127.042696,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산한신휴플러스아파트_01,KL001640,2,완속,서울특별시 도봉구 도봉로136가길 73,37.655794,127.042696,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산한신휴플러스아파트_01,KL001640,3,완속,서울특별시 도봉구 도봉로136가길 73,37.655794,127.042696,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산한신휴플러스아파트_01,KL001640,4,완속,서울특별시 도봉구 도봉로136가길 73,37.655794,127.042696,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산한신휴플러스아파트_01,KL001640,5,완속,서울특별시 도봉구 도봉로136가길 73,37.655794,127.042696,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산한신휴플러스아파트_02,KL001641,1,완속,서울특별시 도봉구 도봉로136가길 73,37.655794,127.042696,09:00~18:00,KL,(주)클린일렉스,1811-1350,3,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산한신휴플러스아파트_02,KL001641,2,완속,서울특별시 도봉구 도봉로136가길 73,37.655794,127.042696,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
북한산한신휴플러스아파트_02,KL001641,3,완속,서울특별시 도봉구 도봉로136가길 73,37.655794,127.042696,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
서울시 도봉구 북한산아이파크,PI200717,1,완속,서울특별시 도봉구 도봉로136길 28,37.65657114,127.042729,24시간 이용가능,PI,차지비,1600-4047,9,,,11,Y,,N,,N,
서울시 도봉구 북한산아이파크,PI200717,2,완속,서울특별시 도봉구 도봉로136길 28,37.65657114,127.042729,24시간 이용가능,PI,차지비,1600-4047,9,,,11,Y,,N,,N,
서울시 도봉구 북한산아이파크,PI200717,3,완속,서울특별시 도봉구 도봉로136길 28,37.65657114,127.042729,24시간 이용가능,PI,차지비,1600-4047,9,,,11,Y,,N,,N,
방학동삼성래미안2단지,KL002170,1,완속,서울특별시 도봉구 도봉로150길 42,37.6648071,127.0460603,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
방학동삼성래미안2단지,KL002170,2,완속,서울특별시 도봉구 도봉로150길 42,37.6648071,127.0460603,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,N,,N,
방학동삼성래미안2단지,KL002170,3,완속,서울특별시 도봉구 도봉로150길 42,37.6648071,127.0460603,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
방학동삼성래미안2단지,KL002170,4,완속,서울특별시 도봉구 도봉로150길 42,37.6648071,127.0460603,24시간 이용가능,KL,(주)클린일렉스,1811-1350,1,2.02E+13,,11,Y,,N,,N,
방학동삼성래미안2단지,KL002170,5,완속,서울특별시 도봉구 도봉로150길 42,37.6648071,127.0460603,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
도봉숲아뜨리움아파트,KL002138,1,완속,서울특별시 도봉구 도봉로167길 38,37.6781652,127.0423067,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
도봉숲아뜨리움아파트,KL002138,2,완속,서울특별시 도봉구 도봉로167길 38,37.6781652,127.0423067,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
도봉숲아뜨리움아파트,KL002138,3,완속,서울특별시 도봉구 도봉로167길 38,37.6781652,127.0423067,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
도봉숲아뜨리움아파트,KL002138,4,완속,서울특별시 도봉구 도봉로167길 38,37.6781652,127.0423067,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
도봉럭키아파트,KL001193,1,완속,서울특별시 도봉구 도봉로169길 31,37.679675,127.044455,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
도봉럭키아파트,KL001193,2,완속,서울특별시 도봉구 도봉로169길 31,37.679675,127.044455,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
도봉럭키아파트,KL001193,3,완속,서울특별시 도봉구 도봉로169길 31,37.679675,127.044455,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
서울시 도봉구 도봉럭키아파트,PI200746,1,완속,서울특별시 도봉구 도봉로169길 31,37.67995228,127.0442384,24시간 이용가능,PI,차지비,1600-4047,9,,,11,Y,,N,,N,
서울시 도봉구 도봉럭키아파트,PI200746,2,완속,서울특별시 도봉구 도봉로169길 31,37.67995228,127.0442384,24시간 이용가능,PI,차지비,1600-4047,9,,,11,Y,,N,,N,
도봉투웨니퍼스트1단지,PI202456,1,완속,"서울특별시 도봉구 도봉로180길 20 (도봉동, 도봉투웨니퍼스트1단지) 101동~106동",37.683,127.047,,PI,차지비,1600-4047,2,2.02E+13,,11,Y,입주민 등 거주자 외 출입 제한,N,,N,
도봉투웨니퍼스트2단지오피스텔,PI202519,1,완속,"서울특별시 도봉구 도봉로180길 28 (도봉동, 도봉투웨니퍼스트2단지) 201동~205동",37.6829,127.048,,PI,차지비,1600-4047,2,2.02E+13,,11,Y,입주민 등 거주자 외 출입 제한,N,,N,
도봉양우내안에,GN022304,1,완속,서울특별시 도봉구 도봉로180나길 16,37.68327911,127.0495279,24시간 이용가능,GN,지커넥트,1544-4279,2,2.02E+13,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
도봉양우내안에,GN022304,2,완속,서울특별시 도봉구 도봉로180나길 16,37.68327911,127.0495279,24시간 이용가능,GN,지커넥트,1544-4279,2,2.02E+13,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
도봉양우내안에,GN022304,3,완속,서울특별시 도봉구 도봉로180나길 16,37.68327911,127.0495279,24시간 이용가능,GN,지커넥트,1544-4279,2,2.02E+13,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
창동쌍용아파트,KL001953,1,완속,서울특별시 도봉구 마들로 551,37.6596069,127.0485169,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
창동쌍용아파트,KL001953,2,완속,서울특별시 도봉구 마들로 551,37.6596069,127.0485169,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
창동쌍용아파트,KL001953,3,완속,서울특별시 도봉구 마들로 551,37.6596069,127.0485169,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
창동쌍용아파트,KL001953,4,완속,서울특별시 도봉구 마들로 551,37.6596069,127.0485169,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
창동쌍용아파트,KL001953,5,완속,서울특별시 도봉구 마들로 551,37.6596069,127.0485169,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
창동쌍용아파트,SF001323,1,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,2,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,3,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,4,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,5,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,6,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,7,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,8,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,9,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,10,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,11,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,12,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,13,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,14,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,15,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,16,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,17,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
창동쌍용아파트,SF001323,18,완속,서울특별시 도봉구 마들로 551,37.65946197,127.0480359,09:00~18:00,SF,(주)스타코프,1833-4903,9,,,11,N,,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,
대상타운현대아파트_01,KL001518,1,완속,서울특별시 도봉구 마들로 616,37.6655235,127.0478802,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
대상타운현대아파트_01,KL001518,2,완속,서울특별시 도봉구 마들로 616,37.6655235,127.0478802,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
대상타운현대아파트_01,KL001518,3,완속,서울특별시 도봉구 마들로 616,37.6655235,127.0478802,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
대상타운현대아파트_01,KL001518,4,완속,서울특별시 도봉구 마들로 616,37.6655235,127.0478802,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
대상타운현대아파트_02,KL001519,1,완속,서울특별시 도봉구 마들로 616,37.6655235,127.0478802,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
대상타운현대아파트_02,KL001519,2,완속,서울특별시 도봉구 마들로 616,37.6655235,127.0478802,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
대상타운현대아파트_02,KL001519,3,완속,서울특별시 도봉구 마들로 616,37.6655235,127.0478802,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
빅마켓 도봉점,ME000014,1,급속,서울특별시 도봉구 마들로 645,37.667567,127.04549,10:00~22:00,ME,환경부,1661-9408,9,2.02E+13,,11,N,,N,,N,
롯데 VIC마켓 도봉점,ME181129,1,급속,서울특별시 도봉구 마들로 645 (방학동),37.667731,127.045491,24시간 이용가능,ME,환경부,1661-9408,9,2.02E+13,,11,Y,,N,,N,
방학삼성래미안1단지_01,KL001409,1,완속,서울특별시 도봉구 마들로 646,37.6670964,127.0472435,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
방학삼성래미안1단지_01,KL001409,2,완속,서울특별시 도봉구 마들로 646,37.6670964,127.0472435,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
방학삼성래미안1단지_01,KL001409,3,완속,서울특별시 도봉구 마들로 646,37.6670964,127.0472435,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
방학삼성래미안1단지_01,KL001409,4,완속,서울특별시 도봉구 마들로 646,37.6670964,127.0472435,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
방학삼성래미안1단지_01,KL001409,5,완속,서울특별시 도봉구 마들로 646,37.6670964,127.0472435,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
방학삼성래미안1단지_02,KL001410,1,완속,서울특별시 도봉구 마들로 646,37.6670964,127.0472435,09:00~18:00,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
